,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"logA_z_zerosum__[0, 27]",0.719646,0.146654,0.439476,0.993859,0.000745,0.000495,38597.24979,52991.638986,1.000276
"logA_z_zerosum__[0, 28]",0.080521,0.285664,-0.465885,0.591398,0.00143,0.00142,41214.617574,41328.310302,1.000104
"logA_z_zerosum__[0, 29]",1.247724,0.346767,0.60151,1.887739,0.001679,0.001657,42937.012992,46252.321088,1.000056
"logA_z_zerosum__[0, 30]",-0.376845,0.257161,-0.877794,0.072802,0.001304,0.001224,40504.246555,44316.422888,1.000206
"logA_z_zerosum__[0, 31]",-1.42648,0.811247,-2.935203,0.08712,0.005849,0.002864,17000.332083,21424.40119,1.000842
"logA_z_zerosum__[0, 32]",1.927699,0.18909,1.583098,2.291027,0.001796,0.00082,11287.457865,29401.497153,1.001033
"logA_z_zerosum__[0, 33]",1.191747,0.122946,0.963502,1.424389,0.000943,0.000467,16988.59457,35418.234585,1.000445
"logA_z_zerosum__[0, 34]",0.521086,0.5394,-0.510882,1.393232,0.004688,0.00714,18413.467687,13177.576277,1.000649
"logA_z_zerosum__[0, 35]",-0.008612,0.692404,-1.354037,1.185017,0.003668,0.003159,38648.393227,36822.690714,1.000153
"logA_z_zerosum__[0, 36]",-0.605125,0.250443,-1.088835,-0.157416,0.001715,0.000982,19093.825595,43592.824834,1.000631
"logA_z_zerosum__[0, 37]",-0.726167,0.741223,-2.145648,0.590919,0.002933,0.002686,67871.509851,54909.051526,1.000928
"logA_z_zerosum__[0, 38]",0.399818,0.052362,0.302524,0.499227,0.000356,0.000177,21782.550214,39787.019659,1.000289
"logA_z_zerosum__[0, 39]",-0.71318,0.349299,-1.383756,-0.094229,0.001488,0.001502,59676.417462,48535.966578,1.000205
"logA_z_zerosum__[0, 40]",-0.009201,0.162072,-0.323103,0.282371,0.000967,0.000606,23971.148396,56277.471199,1.000482
"logA_z_zerosum__[0, 41]",-0.38282,0.264233,-0.882921,0.097227,0.001187,0.001057,49786.739747,52423.520496,1.000241
"logA_z_zerosum__[0, 42]",-0.092725,0.128692,-0.336272,0.146524,0.000546,0.000457,55981.270242,58003.156587,1.000113
"logA_z_zerosum__[0, 43]",1.026671,0.201949,0.651206,1.413692,0.001371,0.000744,21639.109089,41133.962536,1.000593
"logA_z_zerosum__[0, 44]",0.813295,0.18018,0.469757,1.148735,0.000902,0.000644,39605.09123,51316.631815,1.000115
"logA_z_zerosum__[0, 45]",-1.479437,0.489995,-2.414853,-0.598897,0.001895,0.001914,70481.837001,53939.637916,1.000085
